"unigram","bigram","trigram","freq"
"andor","amazon","eu",5
"any","more","than",5
"any","of","them",5
"anything","like","that",5
"appears","on","this",5
"are","a","little",5
"are","all","the",5
"are","for","the",5
"are","good","for",5
"are","living","in",5
"are","not","as",5
"are","not","going",5
"are","plenty","of",5
"are","starting","to",5
"are","used","in",5
"area","of","the",5
"areas","of","the",5
"around","in","my",5
"as","a","matter",5
"as","a","team",5
"as","a","young",5
"as","being","a",5
"as","easy","as",5
"as","he","is",5
"as","i","had",5
"as","i","type",5
"as","i","would",5
"as","if","it",5
"as","if","you",5
"as","is","and",5
"as","it","makes",5
"as","most","of",5
"as","the","best",5
"as","though","i",5
"as","we","can",5
"as","we","have",5
"as","you","might",5
"as","you","want",5
"ask","you","to",5
"asked","me","if",5
"asking","me","to",5
"associated","with","the",5
"associates","programmes","designed",5
"assure","you","that",5
"at","a","party",5
"at","all","i",5
"at","least","five",5
"at","least","once",5
"at","least","that",5
"at","risk","of",5
"at","the","beach",5
"at","the","grocery",5
"at","the","right",5
"at","the","scene",5
"at","the","school",5
"at","times","but",5
"author","of","the",5
"aware","of","it",5
"away","and","the",5
"away","for","a",5
"away","from","home",5
"away","from","it",5
"away","from","me",5
"away","with","a",5
"away","with","it",5
"back","and","i",5
"back","of","a",5
"back","to","me",5
"back","to","our",5
"back","to","that",5
"be","back","in",5
"be","back","to",5
"be","based","on",5
"be","glad","to",5
"be","happy","to",5
"be","honest","im",5
"be","in","that",5
"be","interested","in",5
"be","less","than",5
"be","on","a",5
"be","open","to",5
"be","proud","of",5
"be","responsible","for",5
"be","sure","that",5
"be","the","same",5
"be","unable","to",5
"be","used","in",5
"because","he","wants",5
"because","i","knew",5
"because","it","has",5
"because","of","that",5
"because","thats","what",5
"because","there","was",5
"because","we","are",5
"because","we","have",5
"been","a","fan",5
"been","a","long",5
"been","a","lot",5
"been","going","on",5
"been","having","a",5
"been","trying","to",5
"before","i","have",5
"before","the","end",5
"before","the","world",5
"being","part","of",5
"believe","that","i",5
"best","of","the",5
"better","than","a",5
"between","these","two",5
"big","part","of",5
"blog","and","i",5
"blog","and","the",5
"board","of","directors",5
"both","in","the",5
"both","of","these",5
"both","of","which",5
"bring","to","a",5
"brothers","and","sisters",5
"built","in","the",5
"business","in","the",5
"but","a","few",5
"but","also","for",5
"but","as","the",5
"but","for","some",5
"but","for","those",5
"but","he","is",5
"but","i","find",5
"but","i","suppose",5
"but","i","wanted",5
"but","if","we",5
"but","in","this",5
"but","it","has",5
"but","it","looks",5
"but","lets","not",5
"but","most","of",5
"but","not","least",5
"but","now","that",5
"but","she","is",5
"but","so","far",5
"but","the","obama",5
"but","then","again",5
"but","they","have",5
"but","we","have",5
"but","when","it",5
"but","when","they",5
"but","you","could",5
"by","a","car",5
"by","advertising","and",5
"by","the","name",5
"by","the","state",5
"c","above","pp",5
"came","back","to",5
"came","in","the",5
"came","out","to",5
"can","be","traced",5
"can","be","very",5
"can","do","this",5
"can","find","a",5
"can","find","the",5
"can","get","the",5
"can","get","to",5
"can","help","you",5
"can","i","just",5
"can","see","it",5
"can","see","why",5
"cant","remember","the",5
"catching","up","on",5
"caught","in","the",5
"caught","my","eye",5
"caused","by","a",5
"cents","a","share",5
"certain","amount","of",5
"certain","content","that",5
"chamber","of","commerce",5
"change","or","removal",5
"children","in","the",5
"chocolate","chip","cookies",5
"choice","but","to",5
"close","to","a",5
"come","in","and",5
"comes","from","amazon",5
"comes","with","a",5
"coming","from","the",5
"complete","without","a",5
"content","is","provided",5
"content","that","appears",5
"control","of","the",5
"convinced","that","the",5
"copy","of","the",5
"could","do","it",5
"could","make","it",5
"could","not","have",5
"couldnt","help","but",5
"couple","of","other",5
"cut","it","down",5
"dawned","on","me",5
"day","and","i",5
"day","and","the",5
"day","as","a",5
"day","at","a",5
"day","but","i",5
"day","or","two",5
"day","to","all",5
"dc","dc","in",5
"dc","in","next",5
"decided","that","the",5
"decided","to","get",5
"decided","to","start",5
"depending","on","what",5
"depends","on","the",5
"deserve","to","be",5
"did","i","know",5
"did","not","want",5
"didnt","do","anything",5
"didnt","get","to",5
"didnt","have","much",5
"difference","between","the",5
"different","than","the",5
"do","i","want",5
"do","my","best",5
"do","need","to",5
"do","not","need",5
"do","not","think",5
"do","not","want",5
"do","this","in",5
"do","what","you",5
"do","you","remember",5
"does","not","get",5
"does","that","mean",5
"doesnt","mean","i",5
"doesnt","want","to",5
"doing","the","same",5
"dont","even","have",5
"dont","get","me",5
"dont","have","time",5
"dont","know","the",5
"dont","need","a",5
"door","to","the",5
"down","a","little",5
"down","at","the",5
"down","the","street",5
"during","the","day",5
"during","the","s",5
"e","e","e",5
"each","one","of",5
"each","other","the",5
"earlier","in","the",5
"earlier","this","year",5
"earn","advertising","fees",5
"easiest","way","to",5
"easy","way","to",5
"end","of","last",5
"end","of","march",5
"end","to","the",5
"end","up","being",5
"enough","for","a",5
"enough","to","get",5
"enter","to","win",5
"especially","when","you",5
"eu","associates","programmes",5
"eu","this","content",5
"even","if","we",5
"even","though","she",5
"even","when","the",5
"ever","going","to",5
"ever","had","to",5
"every","day","and",5
"every","day","for",5
"every","once","in",5
"every","single","day",5
"excited","to","see",5
"excited","to","share",5
"extent","of","the",5
"facebook","and","twitter",5
"fact","that","he",5
"fact","that","its",5
"fact","that","she",5
"far","from","the",5
"feature","of","the",5
"featured","in","the",5
"feel","like","the",5
"feel","of","the",5
"feel","sorry","for",5
"feel","that","i",5
"fees","by","advertising",5
"fell","in","love",5
"few","days","ago",5
"few","of","them",5
"fight","for","the",5
"figure","out","why",5
"find","that","i",5
"find","time","to",5
"first","couple","of",5
"first","thing","i",5
"first","time","since",5
"first","time","that",5
"followed","by","the",5
"for","a","fun",5
"for","a","quick",5
"for","a","year",5
"for","about","a",5
"for","him","i",5
"for","me","for",5
"for","me","when",5
"for","my","children",5
"for","myself","i",5
"for","over","a",5
"for","several","years",5
"for","sites","to",5
"for","so","many",5
"for","some","of",5
"for","some","time",5
"for","that","is",5
"for","the","arts",5
"for","the","book",5
"for","the","entire",5
"for","the","little",5
"for","the","money",5
"for","the","new",5
"for","the","other",5
"for","the","school",5
"for","the","upcoming",5
"for","the","weekend",5
"for","this","is",5
"for","this","one",5
"for","this","project",5
"for","us","we",5
"fortunate","enough","to",5
"found","a","new",5
"four","years","ago",5
"free","to","do",5
"friend","and","i",5
"from","all","the",5
"from","am","to",5
"from","amazon","services",5
"from","last","week",5
"from","my","own",5
"from","out","of",5
"from","the","book",5
"from","the","center",5
"from","the","company",5
"from","the","hospital",5
"from","the","other",5
"from","the","outside",5
"from","the","same",5
"from","the","start",5
"from","then","on",5
"front","of","him",5
"get","a","chance",5
"get","a","new",5
"get","enough","of",5
"get","into","a",5
"get","me","wrong",5
"get","off","the",5
"get","them","to",5
"get","to","be",5
"getting","back","to",5
"getting","more","and",5
"give","it","to",5
"giving","it","a",5
"glad","to","see",5
"glass","of","wine",5
"glued","to","the",5
"go","along","with",5
"go","for","the",5
"go","with","a",5
"god","is","the",5
"goes","on","to",5
"going","on","so",5
"going","to","end",5
"going","to","need",5
"going","to","run",5
"going","to","start",5
"gone","on","to",5
"good","and","the",5
"good","for","the",5
"good","place","to",5
"good","thing","i",5
"good","thing","to",5
"good","time","to",5
"got","a","call",5
"got","back","to",5
"got","into","the",5
"got","out","of",5
"grateful","for","the",5
"guess","is","that",5
"guess","what","i",5
"had","a","really",5
"had","a","small",5
"had","gone","to",5
"had","my","first",5
"had","nothing","to",5
"had","planned","to",5
"had","plenty","of",5
"happy","to","be",5
"happy","to","have",5
"hard","to","be",5
"has","been","very",5
"has","got","to",5
"has","had","a",5
"has","to","do",5
"has","to","say",5
"has","yet","to",5
"hath","been","said",5
"have","a","couple",5
"have","a","problem",5
"have","all","the",5
"have","any","questions",5
"have","been","at",5
"have","been","better",5
"have","been","doing",5
"have","been","for",5
"have","been","known",5
"have","been","making",5
"have","been","many",5
"have","been","taken",5
"have","been","to",5
"have","been","trying",5
"have","come","to",5
"have","ever","done",5
"have","given","me",5
"have","liked","to",5
"have","loved","to",5
"have","no","problem",5
"have","so","many",5
"have","so","much",5
"have","to","accept",5
"have","to","agree",5
"have","to","face",5
"have","to","learn",5
"have","to","read",5
"have","to","take",5
"have","to","tell",5
"have","to","walk",5
"havent","been","able",5
"having","to","do",5
"he","and","i",5
"he","can","do",5
"he","didnt","have",5
"he","doesnt","have",5
"he","had","his",5
"he","had","the",5
"he","is","at",5
"he","may","have",5
"he","might","be",5
"he","needed","to",5
"he","seems","to",5
"he","used","to",5
"he","was","just",5
"he","was","saying",5
"he","was","there",5
"he","was","too",5
"he","went","to",5
"head","on","over",5
"head","to","the",5
"headed","to","the",5
"height","of","the",5
"help","me","out",5
"helped","me","to",5
"her","life","and",5
"her","way","to",5
"here","if","you",5
"here","is","an",5
"here","on","the",5
"him","and","he",5
"him","as","he",5
"him","as","i",5
"him","at","the",5
"him","but","i",5
"him","from","the",5
"him","it","was",5
"him","on","the",5
"his","father","was",5
"hold","on","to",5
"home","from","school",5
"home","from","work",5
"home","in","the",5
"home","with","a",5
"honest","with","you",5
"hoping","to","see",5
"hours","after","the",5
"hours","of","the",5
"house","of","the",5
"how","i","feel",5
"how","i","made",5
"how","much","the",5
"how","to","be",5
"however","it","is",5
"huge","thanks","to",5
"husband","and","wife",5
"i","added","the",5
"i","admit","it",5
"i","also","thought",5
"i","am","afraid",5
"i","am","at",5
"i","am","one",5
"i","am","sorry",5
"i","am","with",5
"i","bought","the",5
"i","can","buy",5
"i","can","go",5
"i","can","help",5
"i","can","just",5
"i","can","understand",5
"i","cant","believe",5
"i","cant","do",5
"i","cant","get",5
"i","cant","really",5
"i","cant","tell",5
"i","checked","out",5
"i","could","feel",5
"i","couldnt","find",5
"i","cut","the",5
"i","did","it",5
"i","did","some",5
"i","didnt","think",5
"i","discovered","that",5
"i","do","but",5
"i","do","i",5
"i","dont","believe",5
"i","dont","do",5
"i","even","had",5
"i","feel","about",5
"i","feel","the",5
"i","felt","the",5
"i","found","some",5
"i","gave","up",5
"i","get","back",5
"i","got","into",5
"i","got","this",5
"i","guess","im",5
"i","had","an",5
"i","had","found",5
"i","had","lost",5
"i","had","not",5
"i","had","one",5
"i","had","some",5
"i","hate","to",5
"i","have","given",5
"i","have","loved",5
"i","have","many",5
"i","have","only",5
"i","have","read",5
"i","have","spent",5
"i","hope","everyone",5
"i","just","say",5
"i","just","thought",5
"i","know","of",5
"i","know","some",5
"i","learned","that",5
"i","lived","in",5
"i","look","back",5
"i","love","about",5
"i","made","for",5
"i","made","this",5
"i","may","be",5
"i","mentioned","in",5
"i","must","admit",5
"i","never","thought",5
"i","no","longer",5
"i","only","have",5
"i","opened","the",5
"i","plan","on",5
"i","realised","i",5
"i","really","had",5
"i","really","need",5
"i","refuse","to",5
"i","remember","the",5
"i","said","it",5
"i","said","to",5
"i","say","to",5
"i","see","a",5
"i","see","the",5
"i","spent","much",5
"i","still","feel",5
"i","still","love",5
"i","suppose","i",5
"i","take","the",5
"i","think","because",5
"i","think","ive",5
"i","think","one",5
"i","thought","he",5
"i","thought","this",5
"i","wake","up",5
"i","wanted","a",5
"i","wanted","the",5
"i","was","actually",5
"i","was","asked",5
"i","was","done",5
"i","was","getting",5
"i","was","happy",5
"i","was","i",5
"i","was","out",5
"i","was","there",5
"i","was","walking",5
"i","was","watching",5
"i","was","with",5
"i","will","let",5
"i","wonder","what",5
"i","would","also",5
"i","would","get",5
"i","would","never",5
"i","would","recommend",5
"idea","is","that",5
"if","i","want",5
"if","it","did",5
"if","it","wasnt",5
"if","she","is",5
"if","they","can",5
"if","they","had",5
"if","they","have",5
"if","you","arent",5
"if","you","cant",5
"if","you","find",5
"if","you","prefer",5
"if","you","wanted",5
"if","youre","in",5
"if","youre","not",5
"ill","tell","you",5
"im","hoping","to",5
"im","in","the",5
"im","looking","forward",5
"im","off","to",5
"im","on","the",5
"im","one","of",5
"im","pretty","sure",5
"im","sorry","but",5
"im","sure","you",5
"im","talking","about",5
"im","used","to",5
"importance","of","the",5
"important","to","me",5
"in","a","bowl",5
"in","a","flash",5
"in","a","game",5
"in","a","lot",5
"in","a","position",5
"in","a","variety",5
"in","addition","the",5
"in","afghanistan","and",5
"in","all","honesty",5
"in","all","its",5
"in","all","of",5
"in","any","of",5
"in","at","least",5
"in","danger","of",5
"in","fact","that",5
"in","fact","you",5
"in","for","the",5
"in","general","i",5
"in","his","first",5
"in","it","and",5
"in","less","than",5
"in","many","cases",5
"in","mind","that",5
"in","my","brain",5
"in","my","car",5
"in","next","dc",5
"in","other","news",5
"in","our","case",5
"in","our","community",5
"in","our","culture",5
"in","place","to",5
"in","recent","months",5
"in","school","and",5
"in","shades","of",5
